Ward code,Year,population,Square Kilometres,Population Density
E05009317,2013,14803.0,0.868,17068.68
E05009317,2014,15207.666666666666,0.868,17534.02
E05009317,2015,15666.666666666666,0.868,18058.62
E05009317,2016,15939.0,0.868,18372.89
E05009317,2017,15867.0,0.868,18292.44
E05009317,2018,15803.333333333334,0.868,18222.58
E05009317,2019,15752.666666666666,0.868,18167.57
E05009317,2020,15634.333333333334,0.868,18032.86
E05009317,2021,15476.666666666666,0.868,17852.08
E05009317,2022,15317.333333333334,0.868,17669.87
E05009317,2023,15316.666666666666,0.868,17670.91
E05009317,2024,15349.666666666666,0.868,17710.08
E05009317,2025,15412.0,0.868,17781.52
E05009318,2013,23299.5,2.7125000000000004,8713.65
E05009318,2014,24081.5,2.7125000000000004,9003.91
E05009318,2015,24955.5,2.7125000000000004,9326.13
E05009318,2016,25868.0,2.7125000000000004,9663.51
E05009318,2017,28023.0,2.7125000000000004,10456.73
E05009318,2018,30273.5,2.7125000000000004,11286.5
E05009318,2019,32571.0,2.7125000000000004,12133.44
E05009318,2020,34370.5,2.7125000000000004,12790.93
E05009318,2021,36053.5,2.7125000000000004,13404.97
E05009318,2022,37651.5,2.7125000000000004,13988.02
E05009318,2023,39632.5,2.7125000000000004,14712.92
E05009318,2024,41663.5,2.7125000000000004,15456.15
E05009318,2025,43124.0,2.7125000000000004,15994.74
E05009319,2013,15850.0,1.858,8530.68
E05009319,2014,16496.0,1.858,8878.36
E05009319,2015,17222.0,1.858,9269.11
E05009319,2016,18003.0,1.858,9689.45
E05009319,2017,18180.0,1.858,9784.71
E05009319,2018,18381.0,1.858,9892.9
E05009319,2019,18596.0,1.858,10008.61
E05009319,2020,19334.0,1.858,10405.81
E05009319,2021,20025.0,1.858,10777.72
E05009319,2022,20700.0,1.858,11141.01
E05009319,2023,21559.0,1.858,11603.34
E05009319,2024,22447.0,1.858,12081.27
E05009319,2025,22941.0,1.858,12347.15
E05009320,2013,13407.0,1.347,9953.23
E05009320,2014,14002.0,1.347,10394.95
E05009320,2015,14278.0,1.347,10599.85
E05009320,2016,14628.0,1.347,10859.69
E05009320,2017,14487.0,1.347,10755.01
E05009320,2018,14394.0,1.347,10685.97
E05009320,2019,14322.0,1.347,10632.52
E05009320,2020,14155.0,1.347,10508.54
E05009320,2021,13955.0,1.347,10360.06
E05009320,2022,13746.0,1.347,10204.9
E05009320,2023,13666.0,1.347,10145.51
E05009320,2024,13608.0,1.347,10102.45
E05009320,2025,13533.0,1.347,10046.77
E05009321,2013,16393.5,1.072,15291.29
E05009321,2014,17325.5,1.072,16160.47
E05009321,2015,18090.5,1.072,16873.78
E05009321,2016,18627.0,1.072,17373.91
E05009321,2017,19026.5,1.072,17746.38
E05009321,2018,19464.5,1.072,18154.73
E05009321,2019,19898.5,1.072,18559.34
E05009321,2020,19911.5,1.072,18571.22
E05009321,2021,19895.0,1.072,18555.58
E05009321,2022,19853.0,1.072,18516.18
E05009321,2023,20001.5,1.072,18654.43
E05009321,2024,20176.0,1.072,18816.94
E05009321,2025,20442.5,1.072,19065.15
E05009322,2013,17088.0,1.074,15910.61
E05009322,2014,18148.0,1.074,16897.58
E05009322,2015,19093.0,1.074,17777.47
E05009322,2016,19826.0,1.074,18459.96
E05009322,2017,20340.0,1.074,18938.55
E05009322,2018,20912.0,1.074,19471.14
E05009322,2019,21486.0,1.074,20005.59
E05009322,2020,21637.0,1.074,20146.18
E05009322,2021,21767.0,1.074,20267.23
E05009322,2022,21852.0,1.074,20346.37
E05009322,2023,22155.0,1.074,20628.49
E05009322,2024,22487.0,1.074,20937.62
E05009322,2025,22978.0,1.074,21394.79
E05009323,2013,23299.5,2.7125000000000004,8713.65
E05009323,2014,24081.5,2.7125000000000004,9003.91
E05009323,2015,24955.5,2.7125000000000004,9326.13
E05009323,2016,25868.0,2.7125000000000004,9663.51
E05009323,2017,28023.0,2.7125000000000004,10456.73
E05009323,2018,30273.5,2.7125000000000004,11286.5
E05009323,2019,32571.0,2.7125000000000004,12133.44
E05009323,2020,34370.5,2.7125000000000004,12790.93
E05009323,2021,36053.5,2.7125000000000004,13404.97
E05009323,2022,37651.5,2.7125000000000004,13988.02
E05009323,2023,39632.5,2.7125000000000004,14712.92
E05009323,2024,41663.5,2.7125000000000004,15456.15
E05009323,2025,43124.0,2.7125000000000004,15994.74
E05009324,2013,23299.5,2.7125000000000004,8713.65
E05009324,2014,24081.5,2.7125000000000004,9003.91
E05009324,2015,24955.5,2.7125000000000004,9326.13
E05009324,2016,25868.0,2.7125000000000004,9663.51
E05009324,2017,28023.0,2.7125000000000004,10456.73
E05009324,2018,30273.5,2.7125000000000004,11286.5
E05009324,2019,32571.0,2.7125000000000004,12133.44
E05009324,2020,34370.5,2.7125000000000004,12790.93
E05009324,2021,36053.5,2.7125000000000004,13404.97
E05009324,2022,37651.5,2.7125000000000004,13988.02
E05009324,2023,39632.5,2.7125000000000004,14712.92
E05009324,2024,41663.5,2.7125000000000004,15456.15
E05009324,2025,43124.0,2.7125000000000004,15994.74
E05009325,2013,20805.666666666668,2.216333333333333,10116.84
E05009325,2014,21545.666666666668,2.216333333333333,10488.99
E05009325,2015,22351.0,2.216333333333333,10885.72
E05009325,2016,23475.666666666668,2.216333333333333,11532.48
E05009325,2017,25027.666666666668,2.216333333333333,12155.52
E05009325,2018,26684.0,2.216333333333333,12836.15
E05009325,2019,28381.0,2.216333333333333,13535.86
E05009325,2020,29855.0,2.216333333333333,14198.31
E05009325,2021,31249.0,2.216333333333333,14829.89
E05009325,2022,32592.0,2.216333333333333,15445.44
E05009325,2023,34255.666666666664,2.216333333333333,16208.94
E05009325,2024,35956.666666666664,2.216333333333333,16987.92
E05009325,2025,37248.66666666666,2.216333333333333,17607.06
E05009326,2013,16838.0,1.0525,16020.79
E05009326,2014,17400.5,1.0525,16544.68
E05009326,2015,17735.0,1.0525,16860.21
E05009326,2016,18334.5,1.0525,17403.97
E05009326,2017,18187.0,1.0525,17263.82
E05009326,2018,18087.5,1.0525,17167.9
E05009326,2019,17997.0,1.0525,17080.03
E05009326,2020,17817.0,1.0525,16908.82
E05009326,2021,17616.0,1.0525,16717.35
E05009326,2022,17384.0,1.0525,16496.3
E05009326,2023,17319.0,1.0525,16434.58
E05009326,2024,17263.5,1.0525,16381.91
E05009326,2025,17233.5,1.0525,16348.48
E05009327,2013,16845.0,1.106,15212.95
E05009327,2014,17617.0,1.106,15912.65
E05009327,2015,18105.0,1.106,16357.2
E05009327,2016,18759.0,1.106,16939.9
E05009327,2017,18821.5,1.106,17003.02
E05009327,2018,18928.0,1.106,17105.24
E05009327,2019,19037.5,1.106,17209.78
E05009327,2020,18878.5,1.106,17066.87
E05009327,2021,18691.0,1.106,16897.88
E05009327,2022,18484.5,1.106,16712.08
E05009327,2023,18446.0,1.106,16678.19
E05009327,2024,18424.0,1.106,16659.43
E05009327,2025,18459.0,1.106,16691.31
E05009328,2013,19962.0,2.0545,11573.13
E05009328,2014,20731.5,2.0545,12031.77
E05009328,2015,21405.0,2.0545,12364.07
E05009328,2016,22374.0,2.0545,12951.35
E05009328,2017,23490.5,2.0545,13284.56
E05009328,2018,24674.5,2.0545,13659.11
E05009328,2019,25894.5,2.0545,14050.11
E05009328,2020,26867.0,2.0545,14325.9
E05009328,2021,27773.5,2.0545,14574.34
E05009328,2022,28612.5,2.0545,14791.4
E05009328,2023,29738.0,2.0545,15151.62
E05009328,2024,30897.5,2.0545,15525.99
E05009328,2025,31708.0,2.0545,15806.7
E05009329,2013,16319.5,0.959,17019.88
E05009329,2014,16945.5,0.959,17665.66
E05009329,2015,17543.5,0.959,18289.14
E05009329,2016,17961.5,0.959,18718.43
E05009329,2017,17922.0,0.959,18672.54
E05009329,2018,17880.0,0.959,18623.56
E05009329,2019,17877.0,0.959,18614.36
E05009329,2020,17642.0,0.959,18367.81
E05009329,2021,17387.5,0.959,18100.23
E05009329,2022,17132.0,0.959,17831.79
E05009329,2023,17031.0,0.959,17724.92
E05009329,2024,16954.0,0.959,17643.87
E05009329,2025,16907.5,0.959,17593.1
E05009330,2013,14420.0,1.2345,12511.35
E05009330,2014,14862.0,1.2345,12876.92
E05009330,2015,15517.5,1.2345,13364.22
E05009330,2016,15725.5,1.2345,13545.58
E05009330,2017,15737.0,1.2345,13527.94
E05009330,2018,15791.5,1.2345,13543.91
E05009330,2019,15852.0,1.2345,13564.24
E05009330,2020,15878.0,1.2345,13550.24
E05009330,2021,15869.0,1.2345,13508.7
E05009330,2022,15834.0,1.2345,13444.27
E05009330,2023,15955.0,1.2345,13513.57
E05009330,2024,16085.5,1.2345,13590.86
E05009330,2025,16154.0,1.2345,13619.88
E05009331,2013,14526.0,0.8519999999999999,17071.35
E05009331,2014,14893.5,0.8519999999999999,17503.25
E05009331,2015,15302.0,0.8519999999999999,17979.05
E05009331,2016,15565.5,0.8519999999999999,18289.34
E05009331,2017,15512.5,0.8519999999999999,18229.78
E05009331,2018,15477.0,0.8519999999999999,18191.64
E05009331,2019,15449.5,0.8519999999999999,18163.03
E05009331,2020,15394.0,0.8519999999999999,18096.51
E05009331,2021,15294.0,0.8519999999999999,17977.0
E05009331,2022,15190.5,0.8519999999999999,17854.25
E05009331,2023,15249.0,0.8519999999999999,17921.93
E05009331,2024,15340.5,0.8519999999999999,18027.35
E05009331,2025,15473.5,0.8519999999999999,18178.39
E05009332,2013,15685.0,0.963,16287.64
E05009332,2014,16070.0,0.963,16687.44
E05009332,2015,16348.0,0.963,16976.12
E05009332,2016,16579.0,0.963,17215.99
E05009332,2017,16444.0,0.963,17075.8
E05009332,2018,16336.0,0.963,16963.66
E05009332,2019,16230.0,0.963,16853.58
E05009332,2020,16063.0,0.963,16680.17
E05009332,2021,15873.0,0.963,16482.87
E05009332,2022,15653.0,0.963,16254.41
E05009332,2023,15594.0,0.963,16193.15
E05009332,2024,15544.0,0.963,16141.23
E05009332,2025,15456.0,0.963,16049.84
E05009333,2013,12977.666666666666,0.766,16937.33
E05009333,2014,13554.666666666666,0.766,17695.55
E05009333,2015,14276.333333333334,0.766,18698.52
E05009333,2016,14515.0,0.766,19016.96
E05009333,2017,14440.0,0.766,18923.65
E05009333,2018,14370.0,0.766,18834.88
E05009333,2019,14312.666666666666,0.766,18762.88
E05009333,2020,14194.333333333334,0.766,18596.7
E05009333,2021,14033.666666666666,0.766,18372.6
E05009333,2022,13866.0,0.766,18140.18
E05009333,2023,13851.333333333334,0.766,18110.14
E05009333,2024,13873.666666666666,0.766,18128.94
E05009333,2025,14020.333333333334,0.766,18299.22
E05009334,2013,16699.5,0.968,17266.53
E05009334,2014,17496.5,0.968,18093.37
E05009334,2015,18268.5,0.968,18900.3
E05009334,2016,18954.0,0.968,19617.82
E05009334,2017,19196.5,0.968,19880.32
E05009334,2018,19428.5,0.968,20131.12
E05009334,2019,19702.5,0.968,20424.72
E05009334,2020,19781.0,0.968,20522.33
E05009334,2021,19815.0,0.968,20571.99
E05009334,2022,19827.5,0.968,20598.45
E05009334,2023,20036.0,0.968,20830.01
E05009334,2024,20287.0,0.968,21107.18
E05009334,2025,20400.0,0.968,21231.02
E05009335,2013,13945.0,0.779,17901.16
E05009335,2014,14933.0,0.779,19169.45
E05009335,2015,15505.0,0.779,19903.72
E05009335,2016,15717.0,0.779,20175.87
E05009335,2017,15645.0,0.779,20083.44
E05009335,2018,15614.0,0.779,20043.65
E05009335,2019,15608.0,0.779,20035.94
E05009335,2020,15439.0,0.779,19819.0
E05009335,2021,15222.0,0.779,19540.44
E05009335,2022,15015.0,0.779,19274.71
E05009335,2023,14960.0,0.779,19204.11
E05009335,2024,14912.0,0.779,19142.49
E05009335,2025,15140.0,0.779,19435.17
E05009336,2013,14636.0,1.212,13145.85
E05009336,2014,15296.0,1.212,13758.69
E05009336,2015,16266.5,1.212,14596.21
E05009336,2016,16771.5,1.212,15106.97
E05009336,2017,17077.5,1.212,15406.71
E05009336,2018,17400.0,1.212,15711.87
E05009336,2019,17742.0,1.212,16036.14
E05009336,2020,18043.0,1.212,16317.46
E05009336,2021,18281.0,1.212,16540.14
E05009336,2022,18488.5,1.212,16734.28
E05009336,2023,18889.0,1.212,17106.54
E05009336,2024,19330.5,1.212,17521.34
E05009336,2025,19563.0,1.212,17726.76
E05009367,2013,11861.0,0.841,14103.45
E05009367,2014,11991.0,0.841,14258.03
E05009367,2015,12787.0,0.841,15204.52
E05009367,2016,13104.0,0.841,15581.45
E05009367,2017,13880.0,0.841,16504.16
E05009367,2018,14710.0,0.841,17491.08
E05009367,2019,15593.0,0.841,18541.02
E05009367,2020,15740.0,0.841,18715.81
E05009367,2021,15827.0,0.841,18819.26
E05009367,2022,15894.0,0.841,18898.93
E05009367,2023,15927.0,0.841,18938.17
E05009367,2024,15938.0,0.841,18951.25
E05009367,2025,15924.0,0.841,18934.6
E05009368,2013,13337.0,0.8180000000000001,16855.86
E05009368,2014,13580.0,0.8180000000000001,17178.4
E05009368,2015,13775.5,0.8180000000000001,17421.62
E05009368,2016,13980.0,0.8180000000000001,17677.8
E05009368,2017,14026.5,0.8180000000000001,17739.19
E05009368,2018,14083.5,0.8180000000000001,17815.74
E05009368,2019,14158.5,0.8180000000000001,17917.16
E05009368,2020,14273.0,0.8180000000000001,18047.92
E05009368,2021,14388.0,0.8180000000000001,18171.81
E05009368,2022,14497.0,0.8180000000000001,18287.13
E05009368,2023,14581.0,0.8180000000000001,18369.39
E05009368,2024,14652.5,0.8180000000000001,18434.62
E05009368,2025,14668.5,0.8180000000000001,18443.61
E05009369,2013,12670.0,0.9465,14317.54
E05009369,2014,12894.0,0.9465,14568.49
E05009369,2015,13068.0,0.9465,14773.66
E05009369,2016,13254.5,0.9465,14965.05
E05009369,2017,13314.5,0.9465,15013.38
E05009369,2018,13418.0,0.9465,15114.03
E05009369,2019,13548.0,0.9465,15243.07
E05009369,2020,13621.0,0.9465,15323.07
E05009369,2021,13668.5,0.9465,15374.07
E05009369,2022,13704.0,0.9465,15410.9
E05009369,2023,13716.5,0.9465,15421.68
E05009369,2024,13705.0,0.9465,15412.61
E05009369,2025,13690.5,0.9465,15390.79
E05009370,2013,15302.0,0.927,16507.01
E05009370,2014,15637.0,0.927,16868.39
E05009370,2015,15770.0,0.927,17011.87
E05009370,2016,16222.0,0.927,17499.46
E05009370,2017,16438.0,0.927,17732.47
E05009370,2018,16705.0,0.927,18020.5
E05009370,2019,17000.0,0.927,18338.73
E05009370,2020,17125.0,0.927,18473.57
E05009370,2021,17210.0,0.927,18565.26
E05009370,2022,17274.0,0.927,18634.3
E05009370,2023,17328.0,0.927,18692.56
E05009370,2024,17350.0,0.927,18716.29
E05009370,2025,17369.0,0.927,18736.79
E05009371,2013,15339.0,0.889,17254.22
E05009371,2014,15772.0,0.889,17741.28
E05009371,2015,15984.0,0.889,17979.75
E05009371,2016,16219.0,0.889,18244.09
E05009371,2017,16429.0,0.889,18480.31
E05009371,2018,16689.0,0.889,18772.78
E05009371,2019,16973.0,0.889,19092.24
E05009371,2020,17225.0,0.889,19375.7
E05009371,2021,17459.0,0.889,19638.92
E05009371,2022,17640.0,0.889,19842.52
E05009371,2023,17810.0,0.889,20033.75
E05009371,2024,17937.0,0.889,20176.6
E05009371,2025,18012.0,0.889,20260.97
E05009372,2013,14277.0,0.8535,16748.38
E05009372,2014,14874.5,0.8535,17480.35
E05009372,2015,15009.0,0.8535,17639.27
E05009372,2016,15322.0,0.8535,17994.6
E05009372,2017,15454.5,0.8535,18142.52
E05009372,2018,15628.0,0.8535,18337.81
E05009372,2019,15819.5,0.8535,18553.34
E05009372,2020,15939.0,0.8535,18693.84
E05009372,2021,16034.0,0.8535,18806.99
E05009372,2022,16112.0,0.8535,18900.49
E05009372,2023,16174.5,0.8535,18975.12
E05009372,2024,16208.5,0.8535,19016.48
E05009372,2025,16204.0,0.8535,19008.78
E05009373,2013,13250.0,1.018,13015.72
E05009373,2014,13403.0,1.018,13166.01
E05009373,2015,13512.0,1.018,13273.08
E05009373,2016,13654.0,1.018,13412.57
E05009373,2017,13787.0,1.018,13543.22
E05009373,2018,13986.0,1.018,13738.7
E05009373,2019,14214.0,1.018,13962.67
E05009373,2020,14302.0,1.018,14049.12
E05009373,2021,14373.0,1.018,14118.86
E05009373,2022,14456.0,1.018,14200.39
E05009373,2023,14514.0,1.018,14257.37
E05009373,2024,14559.0,1.018,14301.57
E05009373,2025,14579.0,1.018,14321.22
E05009374,2013,13019.5,1.218,12315.38
E05009374,2014,13204.0,1.218,12495.63
E05009374,2015,13340.0,1.218,12607.36
E05009374,2016,13458.5,1.218,12716.89
E05009374,2017,13479.0,1.218,12736.08
E05009374,2018,13536.5,1.218,12794.66
E05009374,2019,13605.5,1.218,12860.6
E05009374,2020,13772.5,1.218,12967.35
E05009374,2021,13917.5,1.218,13055.88
E05009374,2022,14050.0,1.218,13128.86
E05009374,2023,14183.0,1.218,13201.84
E05009374,2024,14273.5,1.218,13241.2
E05009374,2025,14461.5,1.218,13349.77
E05009375,2013,14126.333333333334,1.028,14055.36
E05009375,2014,14434.666666666666,1.028,14362.69
E05009375,2015,14914.666666666666,1.028,14788.46
E05009375,2016,15181.333333333334,1.028,15045.14
E05009375,2017,15498.0,1.028,15324.94
E05009375,2018,15839.333333333334,1.028,15630.02
E05009375,2019,16215.0,1.028,15965.85
E05009375,2020,16539.666666666668,1.028,16268.54
E05009375,2021,16857.333333333332,1.028,16566.72
E05009375,2022,17145.666666666668,1.028,16835.56
E05009375,2023,17412.666666666668,1.028,17084.66
E05009375,2024,17656.0,1.028,17309.64
E05009375,2025,17746.666666666668,1.028,17396.33
E05009376,2013,13852.0,0.8565,16226.32
E05009376,2014,14091.5,0.8565,16505.1
E05009376,2015,14401.0,0.8565,16852.05
E05009376,2016,14578.5,0.8565,17055.72
E05009376,2017,14682.0,0.8565,17171.09
E05009376,2018,14846.0,0.8565,17356.82
E05009376,2019,15005.5,0.8565,17537.68
E05009376,2020,15103.0,0.8565,17645.95
E05009376,2021,15177.0,0.8565,17727.28
E05009376,2022,15239.0,0.8565,17793.62
E05009376,2023,15280.0,0.8565,17836.79
E05009376,2024,15302.5,0.8565,17857.87
E05009376,2025,15316.5,0.8565,17871.77
E05009377,2013,15024.0,0.9903333333333334,15730.89
E05009377,2014,15458.0,0.9903333333333334,16195.5
E05009377,2015,16205.666666666666,0.9903333333333334,16950.06
E05009377,2016,16550.333333333332,0.9903333333333334,17309.52
E05009377,2017,16932.333333333332,0.9903333333333334,17668.7
E05009377,2018,17332.666666666668,0.9903333333333334,18045.65
E05009377,2019,17781.0,0.9903333333333334,18469.98
E05009377,2020,18115.33333333333,0.9903333333333334,18792.6
E05009377,2021,18415.0,0.9903333333333334,19079.46
E05009377,2022,18683.666666666668,0.9903333333333334,19334.94
E05009377,2023,18920.33333333333,0.9903333333333334,19557.18
E05009377,2024,19131.33333333333,0.9903333333333334,19752.63
E05009377,2025,19185.666666666668,0.9903333333333334,19799.32
E05009378,2013,15535.0,0.8390000000000001,18516.09
E05009378,2014,16071.0,0.8390000000000001,19154.95
E05009378,2015,17081.0,0.8390000000000001,20358.76
E05009378,2016,17523.0,0.8390000000000001,20885.58
E05009378,2017,17751.0,0.8390000000000001,21157.33
E05009378,2018,17961.0,0.8390000000000001,21407.63
E05009378,2019,18219.0,0.8390000000000001,21715.14
E05009378,2020,18426.0,0.8390000000000001,21961.86
E05009378,2021,18587.0,0.8390000000000001,22153.75
E05009378,2022,18742.0,0.8390000000000001,22338.5
E05009378,2023,18848.0,0.8390000000000001,22464.84
E05009378,2024,18942.0,0.8390000000000001,22576.88
E05009378,2025,18903.0,0.8390000000000001,22530.39
E05009379,2013,12977.0,1.3615,10983.62
E05009379,2014,13204.0,1.3615,11181.76
E05009379,2015,13533.0,1.3615,11508.29
E05009379,2016,13695.0,1.3615,11662.91
E05009379,2017,13794.0,1.3615,11768.53
E05009379,2018,13945.0,1.3615,11921.47
E05009379,2019,14092.0,1.3615,12069.47
E05009379,2020,14188.5,1.3615,12172.34
E05009379,2021,14254.0,1.3615,12249.33
E05009379,2022,14315.0,1.3615,12324.12
E05009379,2023,14352.0,1.3615,12374.43
E05009379,2024,14368.5,1.3615,12409.87
E05009379,2025,14372.5,1.3615,12425.52
E05009380,2013,14300.5,0.9865,14558.62
E05009380,2014,14555.5,0.9865,14819.59
E05009380,2015,14914.5,0.9865,15199.39
E05009380,2016,15224.5,0.9865,15509.81
E05009380,2017,15330.5,0.9865,15624.34
E05009380,2018,15499.5,0.9865,15803.53
E05009380,2019,15667.0,0.9865,15980.5
E05009380,2020,15800.5,0.9865,16120.48
E05009380,2021,15894.5,0.9865,16220.76
E05009380,2022,15992.5,0.9865,16324.89
E05009380,2023,16055.5,0.9865,16392.83
E05009380,2024,16108.0,0.9865,16449.87
E05009380,2025,16139.5,0.9865,16483.4
E05009381,2013,14224.333333333334,0.929,15523.3
E05009381,2014,14702.333333333334,0.929,16085.05
E05009381,2015,14853.0,0.929,16247.47
E05009381,2016,15133.333333333334,0.929,16550.72
E05009381,2017,15241.333333333334,0.929,16667.54
E05009381,2018,15375.666666666666,0.929,16815.02
E05009381,2019,15526.666666666666,0.929,16980.31
E05009381,2020,15617.333333333334,0.929,17084.16
E05009381,2021,15689.0,0.929,17167.32
E05009381,2022,15741.666666666666,0.929,17230.26
E05009381,2023,15782.333333333334,0.929,17279.1
E05009381,2024,15796.0,0.929,17298.33
E05009381,2025,15794.333333333334,0.929,17294.43
E05009382,2013,14045.5,0.8195000000000001,17234.55
E05009382,2014,14299.5,0.8195000000000001,17536.72
E05009382,2015,14418.5,0.8195000000000001,17682.2
E05009382,2016,14712.0,0.8195000000000001,18020.8
E05009382,2017,14829.0,0.8195000000000001,18149.94
E05009382,2018,14990.5,0.8195000000000001,18333.28
E05009382,2019,15173.0,0.8195000000000001,18541.55
E05009382,2020,15266.5,0.8195000000000001,18652.52
E05009382,2021,15323.5,0.8195000000000001,18718.73
E05009382,2022,15369.0,0.8195000000000001,18772.21
E05009382,2023,15398.5,0.8195000000000001,18804.85
E05009382,2024,15402.0,0.8195000000000001,18806.18
E05009382,2025,15421.0,0.8195000000000001,18829.77
E05009383,2013,13654.666666666666,0.9996666666666668,13654.55
E05009383,2014,13982.666666666666,0.9996666666666668,13983.68
E05009383,2015,14212.0,0.9996666666666668,14214.39
E05009383,2016,14517.0,0.9996666666666668,14517.1
E05009383,2017,14761.666666666666,0.9996666666666668,14765.68
E05009383,2018,15052.666666666666,0.9996666666666668,15059.91
E05009383,2019,15354.333333333334,0.9996666666666668,15364.89
E05009383,2020,15610.0,0.9996666666666668,15624.72
E05009383,2021,15843.666666666666,0.9996666666666668,15863.79
E05009383,2022,16072.0,0.9996666666666668,16097.25
E05009383,2023,16272.333333333334,0.9996666666666668,16302.79
E05009383,2024,16451.666666666668,0.9996666666666668,16487.1
E05009383,2025,16585.666666666668,0.9996666666666668,16623.83
E05009384,2013,13117.5,1.087,12211.04
E05009384,2014,13524.5,1.087,12604.38
E05009384,2015,13743.5,1.087,12814.2
E05009384,2016,14033.0,1.087,13086.14
E05009384,2017,14434.5,1.087,13483.3
E05009384,2018,14892.5,1.087,13935.01
E05009384,2019,15375.5,1.087,14409.31
E05009384,2020,15668.0,1.087,14699.58
E05009384,2021,15920.0,1.087,14950.88
E05009384,2022,16156.0,1.087,15186.78
E05009384,2023,16361.5,1.087,15393.71
E05009384,2024,16518.0,1.087,15555.13
E05009384,2025,16679.0,1.087,15718.56
E05009385,2013,12709.666666666666,0.8683333333333333,15532.39
E05009385,2014,12916.666666666666,0.8683333333333333,15780.68
E05009385,2015,13067.666666666666,0.8683333333333333,15966.62
E05009385,2016,13237.0,0.8683333333333333,16157.41
E05009385,2017,13283.0,0.8683333333333333,16198.06
E05009385,2018,13370.666666666666,0.8683333333333333,16291.37
E05009385,2019,13480.666666666666,0.8683333333333333,16410.17
E05009385,2020,13550.0,0.8683333333333333,16492.54
E05009385,2021,13591.333333333334,0.8683333333333333,16540.11
E05009385,2022,13624.0,0.8683333333333333,16577.3
E05009385,2023,13634.0,0.8683333333333333,16586.83
E05009385,2024,13621.333333333334,0.8683333333333333,16573.76
E05009385,2025,13618.0,0.8683333333333333,16568.11
E05009386,2013,13748.0,0.804,17099.5
E05009386,2014,13961.0,0.804,17364.43
E05009386,2015,14051.0,0.804,17476.37
E05009386,2016,14168.0,0.804,17621.89
E05009386,2017,14189.0,0.804,17648.01
E05009386,2018,14263.0,0.804,17740.05
E05009386,2019,14338.0,0.804,17833.33
E05009386,2020,14352.0,0.804,17850.75
E05009386,2021,14351.0,0.804,17849.5
E05009386,2022,14325.0,0.804,17817.16
E05009386,2023,14298.0,0.804,17783.58
E05009386,2024,14247.0,0.804,17720.15
E05009386,2025,14226.0,0.804,17694.03
E05009387,2013,12669.0,0.912,13906.76
E05009387,2014,13024.5,0.912,14279.57
E05009387,2015,13568.5,0.912,14901.34
E05009387,2016,13889.5,0.912,15255.12
E05009387,2017,14615.5,0.912,16060.32
E05009387,2018,15408.5,0.912,16938.32
E05009387,2019,16237.0,0.912,17856.98
E05009387,2020,16562.0,0.912,18200.23
E05009387,2021,16829.0,0.912,18479.32
E05009387,2022,17075.0,0.912,18735.32
E05009387,2023,17285.0,0.912,18951.79
E05009387,2024,17459.5,0.912,19130.25
E05009387,2025,17611.5,0.912,19283.68
E05009388,2013,9790.0,0.617,15869.73
E05009388,2014,9855.0,0.617,15972.44
E05009388,2015,10316.5,0.617,16710.18
E05009388,2016,10205.0,0.617,16527.77
E05009388,2017,10243.0,0.617,16589.13
E05009388,2018,10301.5,0.617,16683.74
E05009388,2019,10351.5,0.617,16764.62
E05009388,2020,10469.0,0.617,16950.86
E05009388,2021,10625.0,0.617,17199.6
E05009388,2022,10793.0,0.617,17467.73
E05009388,2023,10956.5,0.617,17728.42
E05009388,2024,11116.0,0.617,17982.54
E05009388,2025,11208.0,0.617,18129.52
E05009389,2013,8731.5,0.7535000000000001,12450.43
E05009389,2014,8771.0,0.7535000000000001,12489.88
E05009389,2015,8817.5,0.7535000000000001,12546.21
E05009389,2016,8786.5,0.7535000000000001,12485.47
E05009389,2017,8813.0,0.7535000000000001,12522.01
E05009389,2018,8881.5,0.7535000000000001,12620.49
E05009389,2019,8937.0,0.7535000000000001,12703.83
E05009389,2020,8937.0,0.7535000000000001,12704.22
E05009389,2021,8958.0,0.7535000000000001,12732.32
E05009389,2022,8980.0,0.7535000000000001,12762.62
E05009389,2023,9003.0,0.7535000000000001,12793.59
E05009389,2024,9023.0,0.7535000000000001,12822.55
E05009389,2025,9023.5,0.7535000000000001,12823.84
E05009390,2013,8939.5,0.9755,9154.46
E05009390,2014,8979.0,0.9755,9196.43
E05009390,2015,8980.0,0.9755,9197.8
E05009390,2016,9036.0,0.9755,9250.56
E05009390,2017,9067.5,0.9755,9284.96
E05009390,2018,9130.5,0.9755,9351.56
E05009390,2019,9180.5,0.9755,9404.38
E05009390,2020,9179.5,0.9755,9404.69
E05009390,2021,9199.0,0.9755,9425.8
E05009390,2022,9229.5,0.9755,9457.7
E05009390,2023,9252.0,0.9755,9481.57
E05009390,2024,9272.0,0.9755,9503.1
E05009390,2025,9274.0,0.9755,9504.62
E05009391,2013,7510.0,0.7565,10384.71
E05009391,2014,7492.5,0.7565,10360.31
E05009391,2015,7534.5,0.7565,10410.07
E05009391,2016,7475.0,0.7565,10324.12
E05009391,2017,7489.0,0.7565,10351.45
E05009391,2018,7542.5,0.7565,10434.15
E05009391,2019,7597.0,0.7565,10519.01
E05009391,2020,7629.0,0.7565,10575.23
E05009391,2021,7684.0,0.7565,10665.09
E05009391,2022,7740.5,0.7565,10757.41
E05009391,2023,7800.5,0.7565,10853.62
E05009391,2024,7856.5,0.7565,10944.86
E05009391,2025,7861.0,0.7565,10952.21
