New ward code,Year,Population,Square Kilometres,Population per square kilometre
E05011223,2025,12262.5,2.1702500000000002,5958.661930539398
E05011224,2013,11181.5,1.8065,6464.963525323464
E05011224,2014,11254.5,1.8065,6507.763001446982
E05011224,2015,11272.0,1.8065,6515.484017425088
E05011224,2016,11372.0,1.8065,6572.236238663923
E05011224,2017,11394.5,1.8065,6581.91524618491
E05011224,2018,11460.0,1.8065,6617.321767693603
E05011224,2019,11517.0,1.8065,6647.42055966151
E05011224,2020,11594.0,1.8065,6687.897584829804
E05011224,2021,11655.0,1.8065,6720.4192416689975
E05011224,2022,11714.5,1.8065,6749.93454736791
E05011224,2023,11775.5,1.8065,6780.604373640661
E05011224,2024,11882.5,1.8065,6838.037621534363
E05011224,2025,11997.0,1.8065,6901.011993476448
E05011225,2013,11899.5,3.1985,4764.2311658412555
E05011225,2014,12048.0,3.1985,4805.632540108418
E05011225,2015,12163.0,3.1985,4861.941989053629
E05011225,2016,12091.0,3.1985,4778.952171259089
E05011225,2017,12240.5,3.1985,4748.9210844481895
E05011225,2018,12466.5,3.1985,4752.935513894634
E05011225,2019,12810.5,3.1985,4833.247678675488
E05011225,2020,13010.0,3.1985,4884.973226032455
E05011225,2021,13197.0,3.1985,4933.072704852371
E05011225,2022,13394.0,3.1985,4986.2682193927785
E05011225,2023,13562.0,3.1985,5028.377125478371
E05011225,2024,13780.0,3.1985,5090.178915090544
E05011225,2025,14018.0,3.1985,5153.990738277804
E05011226,2013,10927.0,2.1905,5286.820399191533
E05011226,2014,11016.0,2.1905,5325.515685051767
E05011226,2015,11048.5,2.1905,5338.411460060945
E05011226,2016,11203.0,2.1905,5405.522717120655
E05011226,2017,11223.0,2.1905,5413.699929679311
E05011226,2018,11258.0,2.1905,5429.491678718483
E05011226,2019,11304.5,2.1905,5451.957922576479
E05011226,2020,11380.5,2.1905,5490.863617667741
E05011226,2021,11441.5,2.1905,5521.689952102322
E05011226,2022,11528.5,2.1905,5564.761926875329
E05011226,2023,11601.0,2.1905,5600.6358715121605
E05011226,2024,11714.0,2.1905,5657.115547064001
E05011226,2025,11867.0,2.1905,5730.995502129523
E05011227,2013,10998.5,2.6470000000000002,4153.196706143597
E05011227,2014,11114.5,2.6470000000000002,4196.842502353081
E05011227,2015,11149.5,2.6470000000000002,4209.992198280195
E05011227,2016,11356.0,2.6470000000000002,4287.995546280305
E05011227,2017,11402.5,2.6470000000000002,4305.259992598076
E05011227,2018,11476.0,2.6470000000000002,4332.854721239868
E05011227,2019,11544.0,2.6470000000000002,4358.34324254553
E05011227,2020,11612.0,2.6470000000000002,4383.7924982409
E05011227,2021,11682.5,2.6470000000000002,4410.26123196352
E05011227,2022,11732.5,2.6470000000000002,4428.962371265912
E05011227,2023,11776.5,2.6470000000000002,4445.442933218193
E05011227,2024,11870.5,2.6470000000000002,4480.781696914037
E05011227,2025,11989.5,2.6470000000000002,4525.632019263279
E05011228,2013,11297.0,2.5332500000000002,5254.127031290984
E05011228,2014,11410.5,2.5332500000000002,5296.275876039606
E05011228,2015,11476.0,2.5332500000000002,5328.4249668859375
E05011228,2016,11491.25,2.5332500000000002,5314.354672013682
E05011228,2017,11576.75,2.5332500000000002,5304.878243011151
E05011228,2018,11702.5,2.5332500000000002,5313.6948404417635
E05011228,2019,11881.25,2.5332500000000002,5357.332481445794
E05011228,2020,11984.0,2.5332500000000002,5383.583795944351
E05011228,2021,12089.0,2.5332500000000002,5412.601913047609
E05011228,2022,12193.0,2.5332500000000002,5441.08171432714
E05011228,2023,12284.25,2.5332500000000002,5465.010837584596
E05011228,2024,12417.5,2.5332500000000002,5507.885703749344
E05011228,2025,12572.25,2.5332500000000002,5557.775391787252
E05011229,2013,11180.5,5.8065,2026.3831538287086
E05011229,2014,11432.0,5.8065,2075.938018104003
E05011229,2015,11507.5,5.8065,2088.785315929984
E05011229,2016,11690.0,5.8065,2121.4622469540454
E05011229,2017,11758.0,5.8065,2133.4820241011234
E05011229,2018,11839.0,5.8065,2148.220535109506
E05011229,2019,11906.0,5.8065,2159.841354888639
E05011229,2020,12032.5,5.8065,2183.6841490912548
E05011229,2021,12120.5,5.8065,2201.3452412500924
E05011229,2022,12209.0,5.8065,2218.166775494174
E05011229,2023,12297.5,5.8065,2235.4645348460062
E05011229,2024,12421.5,5.8065,2259.262385844261
E05011229,2025,12532.5,5.8065,2280.731141705735
E05011230,2013,11166.666666666666,4.1593333333333335,3302.5301723214184
E05011230,2014,11299.666666666666,4.1593333333333335,3339.376070611037
E05011230,2015,11355.333333333334,4.1593333333333335,3352.6432769529433
E05011230,2016,11558.666666666666,4.1593333333333335,3413.7861919522743
E05011230,2017,11615.333333333334,4.1593333333333335,3428.868577099534
E05011230,2018,11691.666666666666,4.1593333333333335,3451.069814159912
E05011230,2019,11764.0,4.1593333333333335,3471.8205135901167
E05011230,2020,11845.666666666666,4.1593333333333335,3493.844219317245
E05011230,2021,11909.666666666666,4.1593333333333335,3513.856411509458
E05011230,2022,11967.333333333334,4.1593333333333335,3529.7109943554483
E05011230,2023,12017.333333333334,4.1593333333333335,3543.5747988343996
E05011230,2024,12112.333333333334,4.1593333333333335,3571.634717022127
E05011230,2025,12219.333333333334,4.1593333333333335,3605.3860826268933
E05011231,2013,11854.333333333334,4.028666666666667,3865.4375229941884
E05011231,2014,12004.666666666666,4.028666666666667,3902.0617004367245
E05011231,2015,12077.666666666666,4.028666666666667,3938.9568144051204
E05011231,2016,12052.333333333334,4.028666666666667,3887.614566390456
E05011231,2017,12325.0,4.028666666666667,3898.003404163092
E05011231,2018,12673.666666666666,4.028666666666667,3935.483698194946
E05011231,2019,13096.333333333334,4.028666666666667,4023.0088526378217
E05011231,2020,13271.333333333334,4.028666666666667,4064.8752191830595
E05011231,2021,13436.666666666666,4.028666666666667,4104.089836281144
E05011231,2022,13604.333333333334,4.028666666666667,4145.940106653251
E05011231,2023,13747.666666666666,4.028666666666667,4179.520415637951
E05011231,2024,13946.666666666666,4.028666666666667,4230.155018216453
E05011231,2025,14137.0,4.028666666666667,4278.262531207878
E05011232,2013,11898.5,3.6035,3699.128683696087
E05011232,2014,12001.5,3.6035,3730.3221301343638
E05011232,2015,12009.0,3.6035,3735.10069619817
E05011232,2016,12147.5,3.6035,3777.937426779684
E05011232,2017,12472.0,3.6035,3865.7913813091595
E05011232,2018,12819.0,3.6035,3960.771793375431
E05011232,2019,13151.5,3.6035,4050.172065015715
E05011232,2020,13311.0,3.6035,4113.9208230508675
E05011232,2021,13440.0,3.6035,4168.243602190917
E05011232,2022,13559.0,3.6035,4221.144587824689
E05011232,2023,13676.5,3.6035,4272.55185721177
E05011232,2024,13841.0,3.6035,4339.055923528986
E05011232,2025,13911.0,3.6035,4366.0093739450385
E05011233,2013,11275.2,2.1422,5605.893298102218
E05011233,2014,11417.2,2.1422,5665.926932122117
E05011233,2015,11593.4,2.1422,5723.247416281687
E05011233,2016,11715.0,2.1422,5780.3942601751
E05011233,2017,11768.4,2.1422,5802.622477917113
E05011233,2018,11845.0,2.1422,5837.0227684531
E05011233,2019,11904.0,2.1422,5863.30184212828
E05011233,2020,11976.2,2.1422,5894.968796886449
E05011233,2021,12045.8,2.1422,5926.337318466053
E05011233,2022,12105.4,2.1422,5952.213765709087
E05011233,2023,12162.0,2.1422,5977.560993743662
E05011233,2024,12263.4,2.1422,6024.724996192767
E05011233,2025,12345.6,2.1422,6065.138764006077
E05011234,2013,14890.0,8.612,1728.9828146771945
E05011234,2014,15344.0,8.612,1781.6999535531816
E05011234,2015,15646.0,8.612,1816.7673014398513
E05011234,2016,15740.0,8.612,1827.6823037621923
E05011234,2017,15929.0,8.612,1849.6284254528564
E05011234,2018,15989.0,8.612,1856.5954482117975
E05011234,2019,16057.0,8.612,1864.4914073385974
E05011234,2020,16413.0,8.612,1905.829075708314
E05011234,2021,16725.0,8.612,1942.0575940548072
E05011234,2022,17044.0,8.612,1979.098931723177
E05011234,2023,17336.0,8.612,2013.0051091500231
E05011234,2024,17582.0,8.612,2041.5699024616813
E05011234,2025,17825.0,8.612,2069.7863446353927
E05011235,2013,13955.0,5.0695,5127.752703998715
E05011235,2014,14278.5,5.0695,5217.307082212085
E05011235,2015,14490.5,5.0695,5274.788365847628
E05011235,2016,14581.0,5.0695,5308.733096871273
E05011235,2017,14747.5,5.0695,5366.857434730357
E05011235,2018,14783.0,5.0695,5373.942779770601
E05011235,2019,14814.0,5.0695,5375.926122791761
E05011235,2020,15060.0,5.0695,5441.126718600719
E05011235,2021,15281.5,5.0695,5502.135542279532
E05011235,2022,15515.5,5.0695,5569.444685246002
E05011235,2023,15734.0,5.0695,5633.876490396885
E05011235,2024,15911.0,5.0695,5683.522344813028
E05011235,2025,16100.0,5.0695,5741.834888100277
E05011236,2013,12406.333333333334,2.839,4494.837701136602
E05011236,2014,12580.0,2.839,4558.3152631325565
E05011236,2015,12765.0,2.839,4629.50857541393
E05011236,2016,12859.0,2.839,4664.513693848264
E05011236,2017,13000.333333333334,2.839,4716.49732152851
E05011236,2018,13034.333333333334,2.839,4729.12278855938
E05011236,2019,13066.0,2.839,4741.0519375893555
E05011236,2020,13121.666666666666,2.839,4758.0482324478335
E05011236,2021,13152.0,2.839,4765.490990449279
E05011236,2022,13163.666666666666,2.839,4766.942706995761
E05011236,2023,13164.0,2.839,4763.694805380518
E05011236,2024,13147.0,2.839,4754.444129927615
E05011236,2025,13199.666666666666,2.839,4772.186788194471
E05011237,2013,15386.0,1.798,8748.226288867147
E05011237,2014,15673.5,1.798,8914.875507114513
E05011237,2015,15867.5,1.798,9024.452849295147
E05011237,2016,16017.0,1.798,9110.133788134313
E05011237,2017,16264.0,1.798,9251.203940931708
E05011237,2018,16362.5,1.798,9308.785310842004
E05011237,2019,16433.0,1.798,9350.575544041714
E05011237,2020,16904.5,1.798,9588.933324196707
E05011237,2021,17338.5,1.798,9808.018214880774
E05011237,2022,17753.0,1.798,10015.304484434106
E05011237,2023,18138.0,1.798,10206.619739936068
E05011237,2024,18490.5,1.798,10381.514129412706
E05011237,2025,18649.0,1.798,10466.562483741247
E05011238,2013,11288.0,2.2835,5723.870616186055
E05011238,2014,11504.0,2.2835,5836.036639857015
E05011238,2015,11658.0,2.2835,5915.791211665468
E05011238,2016,11830.5,2.2835,6006.565095141568
E05011238,2017,11995.0,2.2835,6096.807580810392
E05011238,2018,12083.5,2.2835,6143.53004642647
E05011238,2019,12177.0,2.2835,6191.188452233047
E05011238,2020,12261.0,2.2835,6239.207807493624
E05011238,2021,12319.0,2.2835,6274.976459818217
E05011238,2022,12354.5,2.2835,6297.907430414787
E05011238,2023,12354.5,2.2835,6302.392924867586
E05011238,2024,12341.0,2.2835,6299.037795069639
E05011238,2025,12366.0,2.2835,6310.96329475359
E05011239,2013,12544.0,3.344333333333333,4308.989036934714
E05011239,2014,12717.333333333334,3.344333333333333,4367.196283195601
E05011239,2015,12896.333333333334,3.344333333333333,4429.533358050111
E05011239,2016,12975.666666666666,3.344333333333333,4453.506274746366
E05011239,2017,13121.0,3.344333333333333,4502.042307687819
E05011239,2018,13152.666666666666,3.344333333333333,4509.1082083138635
E05011239,2019,13175.666666666666,3.344333333333333,4513.478267385412
E05011239,2020,13180.333333333334,3.344333333333333,4515.297694771835
E05011239,2021,13142.666666666666,3.344333333333333,4501.84399637139
E05011239,2022,13104.666666666666,3.344333333333333,4491.185924099905
E05011239,2023,13057.0,3.344333333333333,4477.423988907445
E05011239,2024,12996.0,3.344333333333333,4459.995455041564
E05011239,2025,13028.666666666666,3.344333333333333,4474.751559942103
E05011240,2013,15754.666666666666,1.4806666666666668,11135.049998580895
E05011240,2014,16001.0,1.4806666666666668,11308.60284714264
E05011240,2015,16196.333333333334,1.4806666666666668,11449.105298481636
E05011240,2016,16327.666666666666,1.4806666666666668,11538.928565586446
E05011240,2017,16785.333333333332,1.4806666666666668,11881.000743166049
E05011240,2018,17099.333333333332,1.4806666666666668,12120.570741006028
E05011240,2019,17405.666666666668,1.4806666666666668,12355.155552033983
E05011240,2020,18038.666666666668,1.4806666666666668,12859.289184654888
E05011240,2021,18673.0,1.4806666666666668,13365.056143475513
E05011240,2022,19260.0,1.4806666666666668,13837.174694921241
E05011240,2023,19810.0,1.4806666666666668,14275.85207054455
E05011240,2024,20328.666666666668,1.4806666666666668,14693.686984171181
E05011240,2025,20534.666666666668,1.4806666666666668,14844.539473788473
E05011241,2013,15180.5,2.2615,6798.751526945508
E05011241,2014,15402.0,2.2615,6898.1039960325925
E05011241,2015,15560.0,2.2615,6969.021510151561
E05011241,2016,15679.5,2.2615,7022.6323657083085
E05011241,2017,15877.0,2.2615,7111.045210152071
E05011241,2018,15920.0,2.2615,7129.654803316069
E05011241,2019,15958.5,2.2615,7146.337333331762
E05011241,2020,16135.5,2.2615,7228.669587250579
E05011241,2021,16277.5,2.2615,7294.639228570049
E05011241,2022,16415.0,2.2615,7358.852023617543
E05011241,2023,16540.0,2.2615,7417.841104214742
E05011241,2024,16628.5,2.2615,7459.872500295474
E05011241,2025,16729.5,2.2615,7504.772944037324
E05011242,2013,13094.5,2.8895,4826.557929628456
E05011242,2014,13259.0,2.8895,4887.131170817368
E05011242,2015,13425.5,2.8895,4952.387656009443
E05011242,2016,13497.0,2.8895,4978.920626673747
E05011242,2017,13627.5,2.8895,5026.624592984239
E05011242,2018,13659.5,2.8895,5038.847672640264
E05011242,2019,13676.0,2.8895,5044.425491761632
E05011242,2020,13745.5,2.8895,5063.045579398158
E05011242,2021,13784.0,2.8895,5069.541404502037
E05011242,2022,13799.5,2.8895,5068.830265036184
E05011242,2023,13818.0,2.8895,5069.761259867386
E05011242,2024,13821.5,2.8895,5066.07007101844
E05011242,2025,13882.0,2.8895,5086.761306983798
E05011243,2013,12971.666666666666,2.34,5557.453696081619
E05011243,2014,13139.0,2.34,5629.0972842553865
E05011243,2015,13330.666666666666,2.34,5712.52951716664
E05011243,2016,13393.666666666666,2.34,5739.903877063047
E05011243,2017,13528.0,2.34,5797.5540767217935
E05011243,2018,13543.666666666666,2.34,5804.8137090800155
E05011243,2019,13545.666666666666,2.34,5806.116461562659
E05011243,2020,13545.0,2.34,5806.202428711339
E05011243,2021,13499.0,2.34,5786.989430175214
E05011243,2022,13464.0,2.34,5771.95653087849
E05011243,2023,13427.333333333334,2.34,5756.15467479878
E05011243,2024,13384.333333333334,2.34,5737.590751478115
E05011243,2025,13438.666666666666,2.34,5760.31753335968
E05011244,2013,14623.5,1.865,7880.736292586478
E05011244,2014,14865.5,1.865,8011.263907930201
E05011244,2015,15048.5,1.865,8109.279259114182
E05011244,2016,15186.0,1.865,8183.543292950206
E05011244,2017,15395.0,1.865,8294.868813127781
E05011244,2018,15475.0,1.865,8338.163220577673
E05011244,2019,15520.0,1.865,8362.117094746463
E05011244,2020,15965.5,1.865,8581.153588782257
E05011244,2021,16379.5,1.865,8784.933911101163
E05011244,2022,16783.0,1.865,8983.101806515393
E05011244,2023,17154.0,1.865,9164.015358178749
E05011244,2024,17482.0,1.865,9322.378360985982
E05011244,2025,17653.0,1.865,9412.35322645328
E05011245,2013,13262.0,5.642,2350.5848989719957
E05011245,2014,13452.0,5.642,2384.2609003899324
E05011245,2015,13647.0,5.642,2418.8231123714995
E05011245,2016,13734.0,5.642,2434.2431761786597
E05011245,2017,13875.0,5.642,2459.2343140730236
E05011245,2018,13922.0,5.642,2467.564693371145
E05011245,2019,13955.0,5.642,2473.4136830911025
E05011245,2020,13921.0,5.642,2467.387451258419
E05011245,2021,13833.0,5.642,2451.7901453385325
E05011245,2022,13770.0,5.642,2440.623892236795
E05011245,2023,13702.0,5.642,2428.5714285714284
E05011245,2024,13603.0,5.642,2411.024459411556
E05011245,2025,13552.0,5.642,2401.985111662531
E05011246,2013,16284.5,1.54425,10968.71820199157
E05011246,2014,16547.5,1.54425,11146.247918852909
E05011246,2015,16753.5,1.54425,11287.220540885668
E05011246,2016,16884.5,1.54425,11374.769468939054
E05011246,2017,17304.0,1.54425,11677.65119609546
E05011246,2018,17558.0,1.54425,11870.750809107134
E05011246,2019,17806.5,1.54425,12059.969702756349
E05011246,2020,18505.5,1.54425,12568.683684215819
E05011246,2021,19186.25,1.54425,13068.664775349596
E05011246,2022,19837.5,1.54425,13545.86088832805
E05011246,2023,20432.25,1.54425,13980.671989934577
E05011246,2024,20992.25,1.54425,14393.9225497195
E05011246,2025,21209.5,1.54425,14548.111469392932
E05011247,2013,17142.0,1.287,13319.34731934732
E05011247,2014,17388.0,1.287,13510.489510489511
E05011247,2015,17610.0,1.287,13682.983682983684
E05011247,2016,17670.0,1.287,13729.60372960373
E05011247,2017,18274.0,1.287,14198.9121989122
E05011247,2018,18736.0,1.287,14557.886557886559
E05011247,2019,19191.0,1.287,14911.421911421912
E05011247,2020,20225.0,1.287,15714.840714840715
E05011247,2021,21263.0,1.287,16521.367521367523
E05011247,2022,22246.0,1.287,17285.159285159287
E05011247,2023,23170.0,1.287,18003.108003108006
E05011247,2024,24077.0,1.287,18707.847707847708
E05011247,2025,24222.0,1.287,18820.51282051282
E05011248,2013,14116.0,1.8840000000000001,7492.569002123142
E05011248,2014,14344.0,1.8840000000000001,7613.588110403397
E05011248,2015,14490.0,1.8840000000000001,7691.08280254777
E05011248,2016,14646.0,1.8840000000000001,7773.885350318471
E05011248,2017,14834.0,1.8840000000000001,7873.673036093418
E05011248,2018,14904.0,1.8840000000000001,7910.828025477706
E05011248,2019,14962.0,1.8840000000000001,7941.613588110403
E05011248,2020,14851.0,1.8840000000000001,7882.696390658173
E05011248,2021,14733.0,1.8840000000000001,7820.0636942675155
E05011248,2022,14575.0,1.8840000000000001,7736.199575371549
E05011248,2023,14470.0,1.8840000000000001,7680.467091295116
E05011248,2024,14321.0,1.8840000000000001,7601.380042462844
E05011248,2025,14447.0,1.8840000000000001,7668.259023354564
E05011249,2013,10676.0,3.075,3471.8699186991867
E05011249,2014,10865.0,3.075,3533.333333333333
E05011249,2015,11001.0,3.075,3577.560975609756
E05011249,2016,11145.0,3.075,3624.3902439024387
E05011249,2017,11261.0,3.075,3662.1138211382113
E05011249,2018,11334.0,3.075,3685.853658536585
E05011249,2019,11421.0,3.075,3714.1463414634145
E05011249,2020,11469.0,3.075,3729.7560975609754
E05011249,2021,11487.0,3.075,3735.609756097561
E05011249,2022,11492.0,3.075,3737.2357723577234
E05011249,2023,11466.0,3.075,3728.780487804878
E05011249,2024,11433.0,3.075,3718.048780487805
E05011249,2025,11461.0,3.075,3727.1544715447153
E05011250,2013,16472.5,2.0995,7843.381786071948
E05011250,2014,16730.0,2.0995,7966.040542754165
E05011250,2015,16925.5,2.0995,8059.206111089179
E05011250,2016,17067.5,2.0995,8126.85787302551
E05011250,2017,17301.5,2.0995,8238.364400169343
E05011250,2018,17356.0,2.0995,8264.437922367622
E05011250,2019,17394.5,2.0995,8282.834467058445
E05011250,2020,17954.5,2.0995,8550.579749405231
E05011250,2021,18452.0,2.0995,8788.559926345304
E05011250,2022,18945.5,2.0995,9024.602992017868
E05011250,2023,19419.0,2.0995,9251.043880175897
E05011250,2024,19833.0,2.0995,9449.156614697271
E05011250,2025,19993.5,2.0995,9525.836998598328
E05011251,2013,15697.0,2.082,7539.385206532181
E05011251,2014,15955.0,2.082,7663.30451488953
E05011251,2015,16161.0,2.082,7762.247838616715
E05011251,2016,16306.0,2.082,7831.892411143132
E05011251,2017,16551.0,2.082,7949.56772334294
E05011251,2018,16634.0,2.082,7989.4332372718545
E05011251,2019,16687.0,2.082,8014.889529298752
E05011251,2020,17498.0,2.082,8404.418828049953
E05011251,2021,18248.0,2.082,8764.649375600386
E05011251,2022,18986.0,2.082,9119.11623439001
E05011251,2023,19685.0,2.082,9454.851104707013
E05011251,2024,20328.0,2.082,9763.688760806917
E05011251,2025,20546.0,2.082,9868.39577329491
E05011252,2013,12114.666666666666,1.9406666666666668,6447.038149689261
E05011252,2014,12319.666666666666,1.9406666666666668,6559.56069466873
E05011252,2015,12530.666666666666,1.9406666666666668,6667.621199583696
E05011252,2016,12666.333333333334,1.9406666666666668,6744.975062822599
E05011252,2017,12849.333333333334,1.9406666666666668,6844.855436877327
E05011252,2018,12930.333333333334,1.9406666666666668,6890.5745060221425
E05011252,2019,13001.333333333334,1.9406666666666668,6930.984770612796
E05011252,2020,13088.666666666666,1.9406666666666668,6980.089853016229
E05011252,2021,13142.0,1.9406666666666668,7011.980426224151
E05011252,2022,13174.333333333334,1.9406666666666668,7031.7237467870045
E05011252,2023,13173.666666666666,1.9406666666666668,7033.448169092931
E05011252,2024,13157.333333333334,1.9406666666666668,7026.557111660219
E05011252,2025,13172.666666666666,1.9406666666666668,7035.167163258923
E05011253,2013,15034.333333333334,2.0083333333333333,7804.138834208679
E05011253,2014,15276.666666666666,2.0083333333333333,7933.400888611165
E05011253,2015,15448.333333333334,2.0083333333333333,8024.842569129004
E05011253,2016,15577.0,2.0083333333333333,8093.206308608026
E05011253,2017,15798.666666666666,2.0083333333333333,8212.0683114285
E05011253,2018,15866.666666666666,2.0083333333333333,8250.662012685636
E05011253,2019,15928.666666666666,2.0083333333333333,8285.97366829308
E05011253,2020,16205.666666666666,2.0083333333333333,8446.720692432476
E05011253,2021,16452.666666666668,2.0083333333333333,8592.120781763078
E05011253,2022,16690.0,2.0083333333333333,8731.911113836462
E05011253,2023,16898.666666666668,2.0083333333333333,8854.681464061492
E05011253,2024,17074.333333333332,2.0083333333333333,8960.376606943544
E05011253,2025,17233.0,2.0083333333333333,9051.118047911257
E05011254,2013,13253.333333333334,3.0353333333333334,5851.78070002568
E05011254,2014,13471.0,3.0353333333333334,5952.311968893548
E05011254,2015,13638.666666666666,3.0353333333333334,6025.718388947305
E05011254,2016,13762.0,3.0353333333333334,6080.083460406717
E05011254,2017,13962.666666666666,3.0353333333333334,6174.093239078629
E05011254,2018,14050.333333333334,3.0353333333333334,6214.04391126235
E05011254,2019,14129.0,3.0353333333333334,6250.32204932138
E05011254,2020,14305.666666666666,3.0353333333333334,6362.928335974023
E05011254,2021,14463.666666666666,3.0353333333333334,6468.341024169454
E05011254,2022,14596.333333333334,3.0353333333333334,6564.756662210293
E05011254,2023,14695.666666666666,3.0353333333333334,6643.347865495278
E05011254,2024,14774.333333333334,3.0353333333333334,6713.116251183735
E05011254,2025,14891.333333333334,3.0353333333333334,6786.228974688141
E05011255,2013,12518.0,3.225,4610.202050211955
E05011255,2014,12706.0,3.225,4679.998383678274
E05011255,2015,12837.333333333334,3.225,4726.075736038464
E05011255,2016,12930.0,3.225,4758.889978877789
E05011255,2017,13080.666666666666,3.225,4814.212997396325
E05011255,2018,13136.666666666666,3.225,4834.377270360247
E05011255,2019,13174.0,3.225,4846.861724050784
E05011255,2020,13186.0,3.225,4853.911735949728
E05011255,2021,13158.333333333334,3.225,4845.903436341969
E05011255,2022,13125.333333333334,3.225,4837.968063466827
E05011255,2023,13084.333333333334,3.225,4826.947731327366
E05011255,2024,13031.0,3.225,4812.379807625694
E05011255,2025,13063.0,3.225,4827.133477964391
E05011462,2013,15998.0,2.1545,8111.899173679724
E05011462,2014,15994.5,2.1545,8120.044792703802
E05011462,2015,16000.0,2.1545,8136.935037873975
E05011462,2016,15945.5,2.1545,8114.010483202159
E05011462,2017,16112.5,2.1545,8221.168421952352
E05011462,2018,16327.0,2.1545,8354.746432638844
E05011462,2019,16562.0,2.1545,8498.07511498488
E05011462,2020,16613.0,2.1545,8526.172545468406
E05011462,2021,16635.0,2.1545,8541.904394489966
E05011462,2022,16656.0,2.1545,8554.165790756393
E05011462,2023,16785.0,2.1545,8620.438317051028
E05011462,2024,16910.5,2.1545,8684.257986569119
E05011462,2025,17023.0,2.1545,8741.607432031287
E05011463,2013,17230.0,2.509,7758.411722962831
E05011463,2014,17633.0,2.509,7876.071263887407
E05011463,2015,17915.0,2.509,7962.342669802626
E05011463,2016,18318.666666666668,2.509,8061.620008411104
E05011463,2017,18971.333333333332,2.509,8279.906133131635
E05011463,2018,19687.0,2.509,8523.758792446479
E05011463,2019,20428.333333333332,2.509,8776.802744519486
E05011463,2020,21073.0,2.509,8957.941937797206
E05011463,2021,21684.333333333332,2.509,9127.421317387865
E05011463,2022,22259.333333333332,2.509,9282.335649349023
E05011463,2023,22973.666666666668,2.509,9494.362402613871
E05011463,2024,23690.666666666668,2.509,9708.16786426952
E05011463,2025,24104.666666666668,2.509,9841.235121397023
E05011464,2013,16642.0,1.446,11508.99031811895
E05011464,2014,16774.0,1.446,11600.276625172892
E05011464,2015,16838.0,1.446,11644.536652835408
E05011464,2016,16858.0,1.446,11658.367911479945
E05011464,2017,17001.0,1.446,11757.261410788382
E05011464,2018,17150.0,1.446,11860.30428769018
E05011464,2019,17300.0,1.446,11964.038727524205
E05011464,2020,17397.0,1.446,12031.120331950207
E05011464,2021,17483.0,1.446,12090.594744121716
E05011464,2022,17534.0,1.446,12125.864453665285
E05011464,2023,17697.0,1.446,12238.589211618259
E05011464,2024,17831.0,1.446,12331.258644536652
E05011464,2025,18004.0,1.446,12450.899031811896
E05011465,2013,18967.5,2.4719999999999995,7706.547798126026
E05011465,2014,19390.0,2.4719999999999995,7874.084909346806
E05011465,2015,19761.5,2.4719999999999995,8015.948846315159
E05011465,2016,20027.0,2.4719999999999995,8121.664139808612
E05011465,2017,20188.5,2.4719999999999995,8185.076914792766
E05011465,2018,20391.0,2.4719999999999995,8265.01875012659
E05011465,2019,20623.0,2.4719999999999995,8357.241906026571
E05011465,2020,20937.5,2.4719999999999995,8475.806877895204
E05011465,2021,21215.0,2.4719999999999995,8579.214159494886
E05011465,2022,21459.5,2.4719999999999995,8669.252558845164
E05011465,2023,21843.0,2.4719999999999995,8815.391159109065
E05011465,2024,22237.5,2.4719999999999995,8965.911128697846
E05011465,2025,22817.5,2.4719999999999995,9185.406913068673
E05011466,2013,13138.5,6.369,2186.579489214127
E05011466,2014,13220.5,6.369,2202.21434142395
E05011466,2015,13418.0,6.369,2242.0736117752776
E05011466,2016,13585.5,6.369,2276.424235161159
E05011466,2017,13749.0,6.369,2308.481980624561
E05011466,2018,13961.5,6.369,2349.3192921709
E05011466,2019,14176.0,6.369,2390.2727989516056
E05011466,2020,14388.5,6.369,2433.1350723059363
E05011466,2021,14588.0,6.369,2473.003960954368
E05011466,2022,14776.0,6.369,2511.1389576325646
E05011466,2023,15026.5,6.369,2559.5483511407574
E05011466,2024,15259.5,6.369,2605.3068566435477
E05011466,2025,15373.0,6.369,2627.496694679957
E05011467,2013,16796.333333333332,2.2273333333333336,7833.3184124243635
E05011467,2014,16950.0,2.2273333333333336,7899.255012520213
E05011467,2015,17055.0,2.2273333333333336,7949.048373910344
E05011467,2016,17142.333333333332,2.2273333333333336,7991.098803019966
E05011467,2017,17225.333333333332,2.2273333333333336,8028.849010283827
E05011467,2018,17343.0,2.2273333333333336,8082.6485376691335
E05011467,2019,17473.333333333332,2.2273333333333336,8142.594654294163
E05011467,2020,17463.0,2.2273333333333336,8140.370118518677
E05011467,2021,17422.666666666668,2.2273333333333336,8124.088979414449
E05011467,2022,17371.0,2.2273333333333336,8103.950178590282
E05011467,2023,17418.666666666668,2.2273333333333336,8129.339778249778
E05011467,2024,17451.0,2.2273333333333336,8147.690444713432
E05011467,2025,17489.0,2.2273333333333336,8167.4372211771515
E05011468,2013,18431.5,3.216,5957.09834079505
E05011468,2014,19266.0,3.216,6209.417448316968
E05011468,2015,19982.0,3.216,6435.839245193953
E05011468,2016,20808.5,3.216,6673.895792906365
E05011468,2017,21709.5,3.216,6925.999040956534
E05011468,2018,22689.5,3.216,7201.60004899786
E05011468,2019,23707.5,3.216,7488.442181779071
E05011468,2020,24933.5,3.216,7847.369726194584
E05011468,2021,26108.5,3.216,8190.892522896789
E05011468,2022,27239.0,3.216,8520.682325067934
